"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000243279",975.317152106762,0.3177977517068,0.0658068241255814,4.82925222314841,1.37046727711198e-06,4.33809787738901e-06,"PRAF2","11230","PRA1 domain family member 2"
"ENSG00000128272",3834.24860066821,-0.226414756652428,0.0468931540356377,-4.82831153733781,1.37695561711723e-06,4.35770123872749e-06,"ATF4","468","activating transcription factor 4"
"ENSG00000239590",7.39906384003076,6.25055134003809,1.29460342455551,4.82815912694204,1.3780096383462e-06,4.36010169508039e-06,"OR1J4","26219","olfactory receptor family 1 subfamily J member 4"
"ENSG00000178913",2059.57731621168,0.243409538399252,0.0504157256032378,4.82804790542616,1.37877930021469e-06,4.36160158562768e-06,"TAF7","6879","TATA-box binding protein associated factor 7"
"ENSG00000124226",1572.40103960977,0.261322764200606,0.0541311233357062,4.82758805096202,1.38196592075897e-06,4.37074495067049e-06,"RNF114","55905","ring finger protein 114"
"ENSG00000147650",1005.36436241701,-0.334562392004314,0.069325682811022,-4.82595163060006,1.39336325278782e-06,4.40584685632908e-06,"LRP12","29967","LDL receptor related protein 12"
"ENSG00000136560",533.297608513006,0.419166191929204,0.0868641316429316,4.82553827455792,1.39625646165384e-06,4.41404924689109e-06,"TANK","10010","TRAF family member associated NFKB activator"
"ENSG00000104689",79.3111180579124,1.0192851033401,0.211241736732407,4.82520698374724,1.39857943991331e-06,4.42044581329926e-06,"TNFRSF10A","8797","TNF receptor superfamily member 10a"
"ENSG00000163870",628.198696352393,0.40730447782794,0.0844362640907553,4.82380979563654,1.40841733860478e-06,4.45058672387555e-06,"TPRA1","131601","transmembrane protein adipocyte associated 1"
"ENSG00000166145",41.1941954911536,1.44082372839189,0.298721190874144,4.82330605396834,1.41198058560676e-06,4.46089112634735e-06,"SPINT1","6692","serine peptidase inhibitor, Kunitz type 1"
"ENSG00000250588",99.954740113239,-0.881909032681729,0.182852621056792,-4.82305928996126,1.41372924753359e-06,4.4654594986321e-06,NA,NA,NA
"ENSG00000188064",28.8328056943472,1.7693558467589,0.367122006813296,4.81953087508241,1.43896183557811e-06,4.54418726928926e-06,"WNT7B","7477","Wnt family member 7B"
"ENSG00000171530",1200.66839079656,0.322395910196765,0.0669069685019051,4.81856998479292,1.44590808246714e-06,4.56514612641135e-06,"TBCA","6902","tubulin folding cofactor A"
"ENSG00000177556",509.698779266785,-0.416961077807035,0.086566842564621,-4.81663724186058,1.45997759995633e-06,4.60816384668464e-06,"ATOX1","475","antioxidant 1 copper chaperone"
"ENSG00000135736",157.465413976328,-0.717502823920545,0.148964195355398,-4.81661262432043,1.46015765102689e-06,4.60816384668464e-06,"CCDC102A","92922","coiled-coil domain containing 102A"
"ENSG00000128973",307.79282872546,-0.559697031979042,0.116205515698717,-4.8164411870961,1.46141212381793e-06,4.61113654294476e-06,"CLN6","54982","CLN6, transmembrane ER protein"
"ENSG00000197122",747.739216211134,0.348862964181853,0.0724400966178268,4.81588209389551,1.46551043068161e-06,4.62307908793596e-06,"SRC","6714","SRC proto-oncogene, non-receptor tyrosine kinase"
"ENSG00000131115",169.608904299231,0.708333186909747,0.147120398308088,4.81464973624127,1.47458301196724e-06,4.65070495052686e-06,"ZNF227","7770","zinc finger protein 227"
"ENSG00000184831",71.437813679379,-1.03456835454526,0.214961722526702,-4.81280268126223,1.48828217609093e-06,4.69290772089026e-06,"APOO","79135","apolipoprotein O"
"ENSG00000164823",359.013105052865,0.520842368212659,0.108301488280653,4.80918938863466,1.51543576620304e-06,4.77750839627342e-06,"OSGIN2","734","oxidative stress induced growth inhibitor family member 2"
"ENSG00000173705",208.08885348024,-0.628027793498506,0.13060706820431,-4.80852837547869,1.5204544926122e-06,4.79230625592831e-06,"SUSD5","26032","sushi domain containing 5"
"ENSG00000174243",1499.33095385821,-0.278766070547325,0.0579867959003867,-4.80740600025921,1.5290127217967e-06,4.81825153724657e-06,"DDX23","9416","DEAD-box helicase 23"
"ENSG00000121440",230.768649665112,-0.592528875057204,0.123272242554935,-4.80666906658366,1.53465708508109e-06,4.83500547368919e-06,"PDZRN3","23024","PDZ domain containing ring finger 3"
"ENSG00000181458",380.776995049562,-0.489483948226943,0.101851795275641,-4.80584507030292,1.54099200431065e-06,4.85380486122144e-06,"TMEM45A","55076","transmembrane protein 45A"
"ENSG00000171723",123.788239082132,-0.779274614552059,0.162152692938916,-4.8058074178615,1.54128207772959e-06,4.85380486122144e-06,"GPHN","10243","gephyrin"
"ENSG00000138614",366.752865378518,-0.477646940221891,0.0993938205551984,-4.80559996138421,1.54288125862756e-06,4.85780411647268e-06,"INTS14","81556","integrator complex subunit 14"
"ENSG00000104517",2816.18206976108,0.229482131493797,0.0477610273100814,4.8047989002397,1.54907123340155e-06,4.87625282219043e-06,"UBR5","51366","ubiquitin protein ligase E3 component n-recognin 5"
"ENSG00000255529",322.181423192256,-0.567920885237707,0.118209199513965,-4.80437129743539,1.55238518013598e-06,4.88564226700644e-06,"POLR2M","81488","RNA polymerase II subunit M"
"ENSG00000123106",294.642288118829,0.529474750389548,0.110209445365178,4.80425927773376,1.55325446535689e-06,4.88733554742496e-06,"CCDC91","55297","coiled-coil domain containing 91"
"ENSG00000166821",36.4387206247471,-1.48585686166631,0.309321122067629,-4.80360620617899,1.55833169682204e-06,4.90226564070625e-06,"PEX11A","8800","peroxisomal biogenesis factor 11 alpha"
"ENSG00000089009",9084.42260183497,-0.173132714659482,0.0360476908599902,-4.80287947796523,1.56400031892821e-06,4.91904939361902e-06,"RPL6","6128","ribosomal protein L6"
"ENSG00000106804",36.4072794726976,-1.49072745162783,0.310409011416046,-4.80246190285301,1.56726644842598e-06,4.92827135125255e-06,"C5","727","complement C5"
"ENSG00000153560",1997.06083066195,0.245100130856145,0.0510394474173699,4.80217054177455,1.56954925758589e-06,4.9343979856003e-06,"UBP1","7342","upstream binding protein 1"
"ENSG00000151322",7.3095690583722,6.23705941994319,1.29914601033545,4.8008917937813,1.57960608148857e-06,4.96495699324293e-06,"NPAS3","64067","neuronal PAS domain protein 3"
"ENSG00000113522",855.780994184913,0.330356209088413,0.0688237984871922,4.80002871608272,1.58642881364516e-06,4.98533987572325e-06,"RAD50","10111","RAD50 double strand break repair protein"
"ENSG00000110583",436.142005646479,0.440672524582951,0.0918318715458987,4.79868826764243,1.59708141480957e-06,5.01774684712528e-06,"NAA40","79829","N(alpha)-acetyltransferase 40, NatD catalytic subunit"
"ENSG00000235173",334.865163244662,-0.507534876290073,0.105768390593809,-4.79854967481921,1.59818673187771e-06,5.02015053057775e-06,"HGH1","51236","HGH1 homolog"
"ENSG00000146281",212.475205788128,-0.614992944826985,0.128164441635608,-4.79846778855798,1.5988401435832e-06,5.02113398859655e-06,"PM20D2","135293","peptidase M20 domain containing 2"
"ENSG00000083844",318.926410236559,0.550805049504644,0.114800027313176,4.79795225137048,1.60295977588374e-06,5.03300032632236e-06,"ZNF264","9422","zinc finger protein 264"
"ENSG00000159788",379.676350518101,0.469765500324092,0.0979115533721692,4.7978556579373,1.60373278341717e-06,5.03435606096529e-06,"RGS12","6002","regulator of G protein signaling 12"
"ENSG00000130204",1055.72993471532,-0.31842616700227,0.0663855847020628,-4.79661613935254,1.61368412671695e-06,5.06451725283598e-06,"TOMM40","10452","translocase of outer mitochondrial membrane 40"
"ENSG00000005339",1482.65534014971,-0.279787070042583,0.0583339380900435,-4.79630004767906,1.61623131769303e-06,5.0714327650453e-06,"CREBBP","1387","CREB binding protein"
"ENSG00000110756",485.785074558296,-0.445084154761507,0.0928006629491873,-4.79613119795503,1.6175935583891e-06,5.07462797373437e-06,"HPS5","11234","HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"
"ENSG00000130312",359.708882722947,0.468639971388813,0.0977383594776478,4.79484179899692,1.62803258703362e-06,5.10629098407612e-06,"MRPL34","64981","mitochondrial ribosomal protein L34"
"ENSG00000118418",198.332356462407,-0.642731116285089,0.13409638438161,-4.79305328961003,1.64261969517351e-06,5.15094813657598e-06,"HMGN3","9324","high mobility group nucleosomal binding domain 3"
"ENSG00000132763",86.3312140700617,-0.93481470374442,0.195090122845593,-4.79170698192801,1.65368299132758e-06,5.18453864301895e-06,"MMACHC","25974","methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria"
"ENSG00000063978",1320.71242423127,0.281727132149506,0.0588132350092394,4.79019955466227,1.6661552774735e-06,5.2225313286263e-06,"RNF4","6047","ring finger protein 4"
"ENSG00000186297",22.4416524359002,-1.97287709473014,0.411893786907477,-4.78977143487067,1.66971394654001e-06,5.23257424962858e-06,"GABRA5","2558","gamma-aminobutyric acid type A receptor alpha5 subunit"
"ENSG00000178177",187.979621545674,0.673046121331596,0.140533984398481,4.78920543107344,1.67442996681312e-06,5.24562516855533e-06,"LCORL","254251","ligand dependent nuclear receptor corepressor like"
"ENSG00000177606",2391.1282533282,-0.334258633711458,0.0697944520419346,-4.78918630252481,1.67458957190563e-06,5.24562516855533e-06,"JUN","3725","Jun proto-oncogene, AP-1 transcription factor subunit"
"ENSG00000163961",436.8997403992,0.429307572488177,0.0896975730582196,4.78616709294385,1.69996543675628e-06,5.32398430352413e-06,"RNF168","165918","ring finger protein 168"
"ENSG00000160216",2333.93089988629,0.232446858136469,0.048574920004504,4.78532662771067,1.70709488362203e-06,5.34517782533094e-06,"AGPAT3","56894","1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSG00000186017",108.935698849966,0.899002612126469,0.187922364093978,4.78390433443509,1.71922533521241e-06,5.3820179494428e-06,"ZNF566","84924","zinc finger protein 566"
"ENSG00000109911",79.6167755146198,-0.981904765984672,0.205262472546006,-4.78365457555617,1.72136401135862e-06,5.38756992439225e-06,"ELP4","26610","elongator acetyltransferase complex subunit 4"
"ENSG00000215788",53.392055126377,1.21642916894801,0.254308221598385,4.78328683713991,1.72451759638851e-06,5.39629535887933e-06,"TNFRSF25","8718","TNF receptor superfamily member 25"
"ENSG00000100065",348.35158388537,-0.508794159812645,0.10639787406829,-4.7819955451937,1.73563526455069e-06,5.42993271695949e-06,"CARD10","29775","caspase recruitment domain family member 10"
"ENSG00000172765",273.007007910043,0.547380448127747,0.114488127455178,4.781111022556,1.74329047746786e-06,5.45272582246359e-06,"TMCC1","23023","transmembrane and coiled-coil domain family 1"
"ENSG00000141034",331.352312527952,0.517308648600075,0.108229614731065,4.77973288443752,1.75528244803686e-06,5.48907105517927e-06,"GID4","79018","GID complex subunit 4 homolog"
"ENSG00000112561",75.5889351965136,-0.988431619714424,0.206852490421935,-4.77843712540387,1.7666298707098e-06,5.52338569876085e-06,"TFEB","7942","transcription factor EB"
"ENSG00000137055",1040.79487262614,0.318147830428962,0.0665929353824988,4.77750122594196,1.77486968708731e-06,5.54797189900131e-06,"PLAA","9373","phospholipase A2 activating protein"
"ENSG00000276600",145.169685971079,-0.763512292984776,0.159840228118549,-4.77672174252969,1.78176056724209e-06,5.56833200785633e-06,"RAB7B","338382","RAB7B, member RAS oncogene family"
"ENSG00000144747",1231.62435754154,0.281241584276019,0.0588803016947977,4.77649699782138,1.78375215176166e-06,5.57238193809807e-06,"TMF1","7110","TATA element modulatory factor 1"
"ENSG00000179021",263.042476370565,-0.53799028419843,0.112632969870219,-4.77649026584601,1.78381184042546e-06,5.57238193809807e-06,"C3orf38","285237","chromosome 3 open reading frame 38"
"ENSG00000154027",1350.71557437187,0.284124186474763,0.0595348192252512,4.77240361476152,1.82040233178927e-06,5.68548179577031e-06,"AK5","26289","adenylate kinase 5"
"ENSG00000130414",1071.02879429704,-0.329766790220033,0.0691148918850142,-4.77128417951754,1.8305505441147e-06,5.71596671489277e-06,"NDUFA10","4705","NADH:ubiquinone oxidoreductase subunit A10"
"ENSG00000173715",79.861525234657,-0.981408263000799,0.205697438152736,-4.77112535680719,1.83199474338556e-06,5.71926585778895e-06,"C11orf80","79703","chromosome 11 open reading frame 80"
"ENSG00000177432",222.823146587073,-0.586140431930575,0.122875957935784,-4.77017995853098,1.84061407585225e-06,5.7449587635126e-06,"NAP1L5","266812","nucleosome assembly protein 1 like 5"
"ENSG00000116183",15.6925593685169,-2.60883668580377,0.546969417223488,-4.76962075694594,1.84573072378375e-06,5.75971046926935e-06,"PAPPA2","60676","pappalysin 2"
"ENSG00000204310",1198.47408526759,0.283914857665406,0.0595319139244677,4.76912027430578,1.85032168541939e-06,5.77281584831417e-06,"AGPAT1","10554","1-acylglycerol-3-phosphate O-acyltransferase 1"
"ENSG00000081019",278.343739141751,0.533562012103934,0.11190401684988,4.76803270448916,1.86033589547825e-06,5.802832093422e-06,"RSBN1","54665","round spermatid basic protein 1"
"ENSG00000132953",641.978819512623,-0.36982935531166,0.077565914228584,-4.7679365219855,1.86122403428457e-06,5.80437526988683e-06,"XPO4","64328","exportin 4"
"ENSG00000112699",199.624327673351,-0.621751096973819,0.130443560691699,-4.76643763537945,1.87511734509161e-06,5.84646688704175e-06,"GMDS","2762","GDP-mannose 4,6-dehydratase"
"ENSG00000108256",2138.46646827234,0.269500685336487,0.0565472603861309,4.76593708512511,1.87977914294191e-06,5.8597636752514e-06,"NUFIP2","57532","NUFIP2, FMR1 interacting protein 2"
"ENSG00000179409",430.436069034688,-0.456733752370391,0.0958380687208178,-4.76568193064162,1.88215976787906e-06,5.86594533487276e-06,"GEMIN4","50628","gem nuclear organelle associated protein 4"
"ENSG00000116698",1315.19391808134,-0.298380913585418,0.062635691357295,-4.76375221729977,1.90025827833237e-06,5.92110045164008e-06,"SMG7","9887","SMG7, nonsense mediated mRNA decay factor"
"ENSG00000234745",3315.27690273071,0.225964897956836,0.0474371235915171,4.76346120609312,1.90300209893125e-06,5.92839800836816e-06,"HLA-B","3106","major histocompatibility complex, class I, B"
"ENSG00000198001",311.78795187298,-0.505842389367285,0.106204071280836,-4.76292841947353,1.90803538354694e-06,5.94282331620255e-06,"IRAK4","51135","interleukin 1 receptor associated kinase 4"
"ENSG00000272391",686.530071234009,-0.36131187746801,0.0758856032754877,-4.76127041062504,1.92378071117053e-06,5.99059953833053e-06,"POM121C","100101267","POM121 transmembrane nucleoporin C"
"ENSG00000084090",2333.05832464298,0.23641368516232,0.0496551388108003,4.76111215926958,1.92529005853632e-06,5.99403450593898e-06,"STARD7","56910","StAR related lipid transfer domain containing 7"
"ENSG00000124212",35.6452157145129,-1.54689248175484,0.324951804940737,-4.76037510250776,1.93233485577336e-06,6.01469798778061e-06,"PTGIS","5740","prostaglandin I2 synthase"
"ENSG00000231925",3150.62386739265,0.220602593508439,0.0463425585118259,4.76025926475649,1.93344428382101e-06,6.0168818737598e-06,"TAPBP","6892","TAP binding protein"
"ENSG00000149657",542.303872065486,-0.400708344998728,0.0842016888804821,-4.75891101860799,1.9464021118105e-06,6.05592930359598e-06,"LSM14B","149986","LSM family member 14B"
"ENSG00000101639",343.572090447493,-0.476328522179011,0.100101975420526,-4.75843278994213,1.9510183216388e-06,6.0690120846424e-06,"CEP192","55125","centrosomal protein 192"
"ENSG00000185338",58.6366000448917,-1.26579511657334,0.266021786305937,-4.75823854185241,1.95289634714212e-06,6.07357350458155e-06,"SOCS1","8651","suppressor of cytokine signaling 1"
"ENSG00000111678",282.774640379103,0.529793094259788,0.111365608340338,4.75724150530135,1.96256324238508e-06,6.10235154439399e-06,"C12orf57","113246","chromosome 12 open reading frame 57"
"ENSG00000106330",234.968062177631,0.572922388033027,0.120436544722208,4.7570476997202,1.96444763787256e-06,6.10692381988448e-06,"MOSPD3","64598","motile sperm domain containing 3"
"ENSG00000168291",836.437125422147,-0.334153325672718,0.0702546995881655,-4.75631278236946,1.97160913460636e-06,6.12789575984457e-06,"PDHB","5162","pyruvate dehydrogenase E1 beta subunit"
"ENSG00000167740",233.334483834497,0.58791263918733,0.123608413507685,4.75625099055879,1.97221241456125e-06,6.12847977347025e-06,"CYB5D2","124936","cytochrome b5 domain containing 2"
"ENSG00000116212",509.787045147747,-0.411715136068416,0.0865799840796501,-4.75531545131326,1.98136787791229e-06,6.15563311659674e-06,"LRRC42","115353","leucine rich repeat containing 42"
"ENSG00000122779",365.374387593538,0.467349787954114,0.0983377857467582,4.75249452085126,2.00922216363101e-06,6.24085553730778e-06,"TRIM24","8805","tripartite motif containing 24"
"ENSG00000079156",271.945278050366,0.564998407602498,0.118938419244865,4.75034401154523,2.03070889377374e-06,6.30626794753479e-06,"OSBPL6","114880","oxysterol binding protein like 6"
"ENSG00000187514",7776.34991314127,0.217906439921556,0.0459081917982605,4.74656986881834,2.0689527758736e-06,6.42368039882979e-06,"PTMA","5757","prothymosin alpha"
"ENSG00000143222",879.359535202374,0.325684399183538,0.0686195407158232,4.74623402876314,2.0723892064797e-06,6.43299607666768e-06,"UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1"
